ugc_code,university_name,university_type,city_guess,state,region,website,contact,email
362,Satavahana University,,Jyothinagar Karimnagar,Andhra Pradesh,South,http://www.satavahana.ac.in,0878-2255911  2255922  0878-2255933,
363,Saurashtra University,,Road Rajkot,Gujarat,West,http://www.saurashtrauniversity.edu,0281-2578501/4/5/6/7/8/9/10/12  ,registrar@sauuni.ernet.in
364,Sher-e-Kashmir University of Agricultural Science & Technology,,001. (J&K),Jammu and Kashmir,North,http://www.skuastkashmir.ac.in,  ,skustkashmir@gmail.com
365,Shivaji University,,416 004.,Maharashtra,West,http://www.unishivaji.ac.in,0231 - 2609063  ,registrar @ unishivaji . ac . in
366,Shree Sankaracharaya University of Sanskrit,,Ernakulam Kalady,Kerala,South,http://www.ssus.ac.in,  ,
367,Shree Somnath Sanskrit University,,District Junagarh,Gujarat,West,http://www.shreesomnathsanskrituniversity.org,  ,
368,Shri Jagannath Sanskrit Vishwavidyalaya,,Orissa -,,,http://www.sjsv.nic.in,06752-251565  ,
369,Shri Mata Vaishno Devi University,,J&K,Jammu and Kashmir,North,http://www.smvdu.net.in,01991-285535/285524/285634 /285699  01991-285694,info@smvdu.ac.in
370,Sri krishnadevaraya University,,Venkateswarpuram-515055 Anantur,Andhra Pradesh,South,http://www.skuniversity.org,"08554-255056  255486,  08554-255780",webadmin@skuniversity.org
371,Sido Kanhu University,,101. (,Jharkhand,East,http://www.skmu.edu.in/,06434-223006   06434-222495 ,
372,Smt. Nathibai Damodar Thackersey Women's University,,400 020.,Maharashtra,West,http://www.sndt.ac.in,022-2203 1879  2203 2159  ,
373,Solapur University,,Solapur-413255 (,Maharashtra,West,http://su.digitaluniversity.ac/,"0217-2744763  2744766  2744767  2744771,2744772  2744773  2744774  2744778                                                                                                   2744772  2744773  2744774  2744778                                             2744779  2351489",
374,Veer Narmad South Gujarat University,,Surat,Gujarat,West,http://www.vnsgu.ac.in,91 (0261) 2227141 to 2227146  91 (0261) 2227312(F),info@vnsgu.ac.in 
375,Sri Padmavati Mahila Vishwavidyalayam,,517 502.,Andhra Pradesh,South,http://www.spmvv.ac.in,0877-2284588  0877-2248416,info@spmvv.ac.in  
376,Sri Venkateswara University,,502. A.P.,Andhra Pradesh,South,http://www.svuniversity.ac.in,  ,
377,Sri Venkateswara Vedic University,,Tirupati-517502 Chittoor,Andhra Pradesh,South,http://www.svvedicuniversity.org,  ,vcvedicuniversity@yahoo.com 
378,Sri Venkateswara Veterinary University,,Road Tirupati,Andhra Pradesh,South,http://www.svvu.edu.in,(0877) 2248006  2248068  2248155  2248621  0877) 2249222,
379,Swami Ramanand Teerth Marathwada University,,(M.S.),Maharashtra,West,http://www.srtmun.org,(091-2462) - (PBX) 229242  229243  ,
380,T.M. Bhagalpur University,,Bhagalpur,Bihar,East,http://www.tmbu.org,  ,
381,Tamil Nadu Open University,,Saidapet Chennai,Tamil Nadu,South,http://www.tnou.ac.in,044-2430 6600  044-2430 6645,contact@tnou.ac.in
382,Tamil Nadu Teacher Education University,,Salai Chennai-600005,Tamil Nadu,South,http://www.tnteu.in/,  ,
383,Tamil University,,005. (T.N.),Tamil Nadu,South,http://www.tamiluniversity.ac.in,  ,
384,Tamilnadu Agricultural University,,003. (T.N),Tamil Nadu,South,http://www.tnau.ac.in,91-422-6611200  ,
385,Tamilnadu Dr. Ambedkar Law University,,Chennai-600028 (T.N.),Tamil Nadu,South,http://www.tndalu.org,044 – 24641212  24641919  ,
386,Tamilnadu Dr. M.G.R.Medical University,,600 032.,Tamil Nadu,South,http://www.tnmmu.ac.in,  ,
387,Tamilnadu Physical Educaton and Sports University,,Road Chennai-600006,Tamil Nadu,South,http://www.tnpesu.org,  ,
388,Tamilnadu Veterinary & Animal Sciences University,,Chennai-600 007.,Tamil Nadu,South,http://www.tanuvas.ac.in,+91-44-25551586/ 87  25554555/ 56  ,
389,Telangana University,,503 322,Andhra Pradesh,South,http://www.telanganauniversity.ac.in,08461-222217  08461-222212,tu@telanganauniversity.ac.in
390,The Rajiv Gandhi National University of Law,,Patiala-147 001,Punjab,North,http://www.rgnul.ac.in,0175-2304188  2304491  2221002  ,info@rgnul.ac.in
391,The Rashtrasant Tukadoji Maharaj Nagpur University,,Nagpur,Maharashtra,West,http://www.nagpuruniversity.org,0712-2580304   2040127  ,
392,Thiruvalluvar University,,Vellore District,Tamil Nadu,South,http://www.thiruvalluvaruniversity.ac.in,0416-2274755  2274756  ,
393,Tumkur University,,Road Tumkur,Karnataka,South,http://www.tumkuruniversity.ac.in,0816-2254546  2255596  0816-2270719,tumkuruniversity2004@gmail.com
394,U.P.King George's University of Dental Sciences,,Lucknow,Uttar Pradesh,North,http://www.kgmcindia.edu/,  ,
395,U.P. Rajarshi Tandon Open University,,(Sector-F)Phaphamau Allahabad-211013,Uttar Pradesh,North,http://www.uprtou.ac.in,0532-2447035  ,www.uprtou.ac.in
396,University of Agricultural Sciences,,-560 024,Karnataka,South,http://www.uasbangalore.edu.in,080-23332442  2333134  23330984  23330188  080-2333027,
397,University of Agricultural Sciences,,580 005.,Karnataka,South,http://www.uasd.edu,0091-836-2747958  0091-836-2745276,
398,University of Kota,,Kota,Rajasthan,North,http://www.uok.ac.in/,"+91-744-2472934,+91-744-2471037,+91-744-2209647  ",info@uok.ac.in 
399,Utkal University,,Orissa -,,,http://www.utkaluniversity.ac.in,  ,
400,Utkal University of Culture,,Orissa -,,,http://www.uuc.ac.in,  91-674-2535486,"mail@uuc.ac.in,uuculture@dataone.in"
401,Dr. A.P.J. Abdul Kalam Technical University,,Yojna Lucknow,Uttar Pradesh,North,http://www.uptu.ac.in,  ,
402,Uttarakhand Sanskrit University,,More Haridwar-,Delhi,North,http://www.usvv.ac.in,01334-250896  8449088884  ,uttarakhandsvv@gmail.com
403,Uttarakhand Technical University,,wala Dehrdun,Uttarakhand,North,http://www.uktech.ac.in,"0135-2770059,2770126  2770127  2770128  Fax: 0135-2770119,2770124",vc@uktech.ac.in  pkgiitr@gmail.com
404,Vardhman Mahaveer Open University,,Road Kota,Rajasthan,North,http://www.vmou.ac.in,+91-:0744-2471254    +91-0744-2472525,
405,Veer Bahadur Singh Purvanchal University,,PIN-222002 (U.P.),Uttar Pradesh,North,http://www.vbspu.ac.in,  ,
406,Veer Kunwar Singh University,,Ara,Bihar,East,http://www.vksu-ara.org,06182-2329113  ,
407,Veer Surendra Sai University of Technology,,Orissa -,,,http://www.vssut.ac.in,(0663)2430211  ,info@uceburla.ac.in
408,Vesveswaraiah Technological University,,Sangama Belgaum-590018(,Karnataka,South,http://www.vtu.ac.in,0831-2498100  ,
409,Vikrama Simhapuri University,,(M.D.) Nellore,Andhra Pradesh,South,http://www.simhapuriuniv.ac.in,0861-2352366  0861-2352356,
410,Vikram University,,Ujjain,Madhya Pradesh,Central,http://www.vikramuniv.ac.in,0734-2514277  ,vcvikramujn@gmail.com  registrarvikram@gmail.com
411,Vinoba Bhave University,,301. (,Jharkhand,East,http://www.vbu.co.in,91-6546-294003  91-6546-270982 ,info@vbuhazaribag.org
412,Yashwant Rao Chavan Maharashtra Open University,,Nasik-422222,Maharashtra,West,http://www.ycmou.com,0253-2231714 / 2231715  ,
413,Yogi Vemana University,,Kadapa-516 003,Andhra Pradesh,South,http://www.yogivemanauniversity.ac.in,08562-225429  225411  225400  ,Pa2vc@yogivemanauniversity.ac.in
414,Maharishi University of Management and Technology,,Mangla Bilaspur,Chhattisgarh,Central,http://www.mumt.com,07752-214301  212272  NULL,
415,Ahmedabad University,,Navrangpura Ahmedabad,Gujarat,West,http://www.ahduni.edu.in,91-79-40044161-66  ,info@ahduni.edu.in
416,AMITY University,,,Haryana,North,,  ,
417,Chitkara University,,(NH_21A) Solan,Himachal Pradesh,North,http://www.chitkarauniversity.edu.in,01795-661002  01795-661011,info@chitkarauniversity.edu.in
418,Jaypee University of Information Technology,,Distt. Solan,Himachal Pradesh,North,http://www.juit.ac.in,91-1792-2579991  01792-245362(Fax),
419,Eternal University,,Distt. Sirmour,Himachal Pradesh,North,http://www.eternaluniversity.edu.i,91 - 01799 - 276012  276114  01799 - 276006,contact@eternaluniversity.org   info@eternaluniver
420,Shoolini University of Biotechnology and Management Sciences,,Solan,Himachal Pradesh,North,http://www.shooliniuniversity.com,"01792-226675,308000,9218426675  NULL",info@shooliniuniversity.com
421,Indus International Uniersity,,Distt. Una,Himachal Pradesh,North,http://www.iiuedu.in,01975-398200  09318797101/2/3,info@iiuedu.in
422,Arni University,,Distt. Kangra,Himachal Pradesh,North,http://www.arni.in,099888 97102  096465 00902  NULL,campus@arni.in
423,Manav Bharti University,,Distt Solan,Himachal Pradesh,North,http://www.manavbhartiuniversity.edu.in,01792-268279  268280  NULL,mbusolan@manavbhartiuniversity.edu.in
424,Bahra University,,Distt. Solan,Himachal Pradesh,North,http://www.bahrauniversity.edu.in,09805092461  09805092466,bahrauniversity@rayatbahra.com
425,The Institute of Chartered Financial Analysts of India University,,2 Ranchi,Jharkhand,East,http://www.iujharkhand.edu.in/,  0651-2245178 ,iuj.registrar@gmail.com
426,Jaypee University of Engineering & Technology,,Distt Guna,Madhya Pradesh,Central,http://www.jiet.ac.in,91-7544- 267051  267310-314  91-7544-267011,contact@jiet.ac.in
427,Martin Luther Christian University,,Nongrah Shillong,Meghalaya,Northeast,http://www.mlcuniv.in,0364-2535437/67  0364-2535420,admin@mlcuniv.in  university.mlcu@gmail.com
428,Techno Global University,,Mawlai Shillong,Meghalaya,Northeast,http://technoglobaluniversity.com,"0364-2550043   08794766782 ,09836544419",info@technoglobaluniversity.com
429,The Institute of Chartered Financial Analysts of India University,,Tura Bazar,Meghalaya,Northeast,http://www.iumeghalaya.edu.in,03651-224683-84  NULL,
430,University of Science & Technology  Meghalaya,,Mile Baridua,Meghalaya,Northeast,www.ustm.ac.in,"0361-2895075,2895030  7002943146",ustm_erdf@rediffmail.com  ustm2011@gmail.com
431,The Institute of Chartered Financial Analysts of India University,,Chaltlang Aizawal,Mizoram,Northeast,www.iumizoram.edu.in ,0389-2361232  0389-2361208,
432,The Global Open University,,NH-29 Dimapur,Nagaland,Northeast,http://nagaland.net.in,NULL  NULL,
433,ICFAI University,,Road Dimapur,Nagaland,Northeast,www.iunagaland.edu.in,03862-234815 / 16  ,registrar@iunagaland.edu.in 
434,Lovely Professional University,,Jalandhar-,Delhi,North,http://www.lpu.in,01824-404404  01824-506100  506111 ,info@lpu.co.in
435,Amity University,,Road Jaipur,Rajasthan,North,http://amity.edu/jaipur,141-2372489  2374595  1426-227722(call center)  toll free 1800-1800-111    ,admissionsjpr@amity.edu 
436,Bhagwant University,,Road Ajmer,Rajasthan,North,http://www.bhagwantuniversity.com,0145-2789406  2789421  9928144442  9928144443 ,unibhagwant@rediffmail.com
437,Jagannath University,,Teshil-Chaksu Jaipur,Rajasthan,North,http://www.jagannathuniversity.org,0141-3020545  91-141-3020538,
438,Jaipur National University,,Jaipur Jagatpura,Rajasthan,North,http://www.jnujaipur.ac.in,0141-2753377  2754399  9351288101  Fax:2752418  1800-2000-034  1800-2000-043 ,info@jnujaipur.ac.in  seedlingacademy@hotmail.com
439,Jodhpur National University,,Boranada Jodhpur,Rajasthan,North,http://www.jodhpurnationaluniversity.com,02931-281551–557   281416  99288 19733,info@jodhpurnationaluniversity.com
440,Jayoti Vidyapeet Women's University,,Way Jaipur,Rajasthan,North,http://www.jvwomensuniv.com,01428-515253  01428- 287427  01428- 287428,info@jvwomensuniv.com
441,Mahatma Jyoti Rao Phoole University,,Achrol Jaipur,Rajasthan,North,http://www.mjrpuniversity.com,0141-2294680  2295101  2295239  01426-283950  283952  283953  0141-2294947,info@mjrpuniversity.com  admission.mjrp@gmail.com 
442,Mewar University,,Chittorgarh,Rajasthan,North,http://www.mewaruniversity.org,01471-220881  220882  220883  220884  9269629541  ,admission@mewaruniversity.org  career@mewaruniversity.org  
443,NIMS University,,Nagar Jaipur-,Delhi,North,http://www.nimsuniversity.org,9116010405  0141-2605050 ,registrar@nimsuniversity.org
444,Shri Jagdish Prasad Jhabarmal Tibrewala University,,#NAME?,Rajasthan,North,http://jjtu.ac.in,09820870624  09370512956  01595-513006,jjtu@jjtu.ac.in  enquiry@jjtu.ac.in
445,Sir Padmapat Singhania University,,Bhatewar Udiapur,Rajasthan,North,http://www.spsu.ac.in,180030026555  02957-226095 (6 Lines  0294-2430102,info@spsu.ac.in
446,Singhania University,,Distt. Jhunjhunu,Rajasthan,North,http://www.singhaniauniversity.co.in,01593-271299/300/005  01593-271003,info@singhaniauniversity.co.in
447,Suresh Gyan Vihar University,,Jagatpura Jaipur,Rajasthan,North,http://www.gyanvihar.org,0141-2988411  0141-2988412  0141-2758253-56,registrar@mygyanvihar.com
448,Shridhar University,,Road Pilani,Rajasthan,North,www.shridharuniversity.ac.in,01596-510000  01596-510002,info@shridharuniversity.ac.in
449,The Institute of Chartered Financial Analysts of India University,,(ICFAI),Sikkim,Northeast,www.iusikkim.edu.in,03592-202065/066   03592-201466,iusikkim@gmail.com  info@iusikkim.edu.in
450,Sikkim Manipal University,,Gangtok East,Sikkim,Northeast,http://www.smu.edu.in,03592-270294  246220  246219  246217  246216  03592-231937  246112,info@smu.edu.in
451,Vinayaka Missions Sikkim University,,Gangtok East,Sikkim,Northeast,http://www.vmsuniversity.in,03592-232588  9332367555   03592-232417 ,contactus@vmsuniversity.in
452,ICFAI University,,Kamalghat West,Tripura,Northeast,https://iutripura.edu.in/,0381-2865752/62  Fax: 0381-2865754,registrar@iutripura.edu.in
453,AMITY University,,,Uttar Pradesh,North,http://amity.edu,0120-2445252  NULL,
454,Jagadgura Rambhadracharya Handicapped University,,Chitrakoot Karwi,Uttar Pradesh,North,http://www.jrhu.com,05198-224481  224263  5198-224293,jrhuniversity@yahoo.com
455,Integral University,,Road Lucknow,Uttar Pradesh,North,www.integraluniversity.ac.in,0522-2890730  2890812   0522-2890809,info@integraluniversity.ac.in
456,Mangalayatan University,,Beswan Aligarh,Uttar Pradesh,North,http://www.mangalayatan.in,"9319222222  9319888888  07351002561    0571-3258592,3258593",info@mangalayatan.edu.in   admissions@mangalayatan.edu.in  admissions@mangalayatan.edu.in 
457,Mohammad Ali Jauhar University,,Distt. Rampur,Uttar Pradesh,North,http://www.jauharuniversity.edu.in,"0595-2328786,87   9897182240   8755334644  8191934266   9760803440",  majur786@gmail.com  
458,Teerthanker Mahaveer University,,,Delhi,North,http://www.tmu.ac.in,"0591-2360000,2360555  NULL",university@tmu.ac.in   
459,Sharda University,,Grerater Noida,Uttar Pradesh,North,http://www.sharda.ac.in,91-23239700/3121001  NULL,info@sharda.ac.in
460,Swami Vivekananda Subharti University,,,Delhi,North,www.subharti.org ,0121-3001058  Fax : 0121-2439067  9639010020  9639010035  9639010623,subharti.uni@gmail.com
461,Dev Sanakrit Vishwavidyalaya,,Shantikunj Haridwar,Uttarakhand,North,http://www.dsvv.ac.in,01334-260723  261367  262094  01334-260723/260866,
462,Himgiri Zee University,,Dehradun,Uttarakhand,North,http://himgirizeeuniversity.edu.in,"91-135-2102676  6542474  91-135-2760465,",hnvus@hnv.edu.in  hnvddn@yahoo.com
463,The ICFAI University,,Selaqui Dehradun,Uttarakhand,North,http://www.iudehradun.edu.in/,"0135-30003009,3003010,3003016   0135-30003009,",
464,University of Petroleum and Energy Studies,,Nagar Dehradun,Uttarakhand,North,http://www.upes.ac.in,"0135-2102549/54/61/98  2776201,2770137,2102690",info@upes.ac.in
465,University of Patanjali,,Dayanad Gram,Delhi,North,http://patanjaliuniversity.com,91-1334-242526  NULL,
466,Punjab University,,,Chandigarh,North,http://www.puchd.ac.in,1800-180-2065  2534818  2534866  ,webman@pu.ac.in
467,National Law University,,Dwarka New,Delhi,North,http://nludelhi.ac.in,011-28034993  28034257  ,info@nludelhi.ac.in
468,Indraprastha Institute of Information Technology,,Phase III,Delhi,North,http://www.iiitd.ac.in,91-11-26907400-7404 (5 lines)  91-11-2509 9176,info@iiitd.ac.in  registrar@iiitd.ac.in
469,Guru Gobind Singh Indraprastha Vishwavidyalaya,,Dwarka New,Delhi,North,http://www.ipu.ac.in,011-23869802  23073798  23865735  011-23865941-42,kka@ipu.edu
470,Delhi Technological University,,Bawana Road,Delhi,North,http://www.dce.edu,91-11-27871018  011-27871023,mail@dce.edu
471,Ambedkar University Delhi (AUD),,Kashmere Gate,Delhi,North,http://www.aud.ac.in,011-23864052  23861845  011-25074875-79,info@aud.ac.in
472,West Bengal State University,,10knc Kolkata-700124,West Bengal,East,http://www.wbsubregistration.org,25241975  25241976  25241978  25241979  ,
473,Maulana Abul Kalam Azad University of Technology,,Sector-I Kolkata,West Bengal,East,http://www.wbut.ac.in,(033) 23210731   ext. 114  (033) 23218771 (D),registrar@wbut.ac.in
474,West Bengal University of Animal and Fishery Sciences,,-700 037.,West Bengal,East,http://wbuafscl.ac.in,  ,
475,Vidya Sagar University,,University Midnapore-721102,West Bengal,East,http://www.vidyasagar.ac.in/,276554  276555  276557  276558  276554 ,
476,Uttar Banga Krishi Vishwavidyalaya,,Cooch Behar,West Bengal,East,http://www.ubkv.org,  ,
477,The West Bengal University of Health Sciences,,Lake Kolkata,West Bengal,East,http//www.wbuhs.ac.in,(033) 23213461 / 23346602  033-23580100,
478,The West Bengal National University of Juridical Science,,Calcutta,West Bengal,East,http://www.nujs.edu,(+91)33-2335 7379/ 0765/ 2806/ 2809/ 2811/ 2812  ,
479,The Bengal Engineering & Science University,,Shibpur Howrah,West Bengal,East,http://www.becs.ac.in,  ,
480,Patna University,,800 005.,Bihar,East,http://www.patnauniversity.ac.in,0612-2670531     ,
481,National Law University,,-753015,,,http://www.nluo.ac.in,+91 671 – 2338018  ,registrar@nluo.ac.in  
482,Arybhatta Knowledge University,,Maidan Patna,Bihar,East,http://www.akubiharf.ac.in,0612-2219106  NULL,
483,Indian Institute of Technology (Roorkee),,Roorkee,Uttarakhand,North,www.iitr.ernet.in,NULL  NULL,
484,National Institute of Technology,,Agartala Barjala,Tripura,Northeast,http://www.nitagartala.in,"0381-2346630,2346360  NULL",nitaedc@gmail.com
485,National Institute of Technology,,Raipur Chattisgarh,Chhattisgarh,Central,http://www.gcetraipur.ac.in,NULL  NULL,
486,Malviya National Institute of Technology,,J.L.N Marg,Rajasthan,North,http://www.mnti.ac.in,0141-2529078  0141-2529029,
487,Motilal Nehru National Institute of Technolgy,,Allahabad,Uttar Pradesh,North,http://www.mnit.ac.in,NULL  NULL,
488,National Insitute of Technology,,NIT Campus,Kerala,South,http://www.nitc.ac.in,0495-2286100  NULL,registrar@nitc.ac.in
489,National Institute of Technology,,Hamirpur,Himachal Pradesh,North,http://www.nitham.ac.in,"01972-224390,222308  NULL",director@nitham.ac.in
490,National Institute of Technology,,Kurukshetra,Haryana,North,http://www.nitkkr.ac.in,"01744-233200,233009  NULL",
491,National Institute of Technology,,PO: Rourkela,Odisha,East,http://www.nitrkl.ac.in,"0661-2462002,2462020  NULL",
492,National Institute of Technology Karnataka,,Srinivasnagar Mangalore,Karnataka,South,http://www.nitk.ac.in,0824-2474000/26  NULL,director@nitk.ac.in
493,National Institute of Technology,,Silchar,Assam,Northeast,http://www.nits.ac.in,03842-224879  NULL,patodlr@nits.ac.in
494,Visvesvaraya National  Institute of Technology,,Nagpur Nagpur,Maharashtra,West,http://www.vnit.ac.in,"0712-223710,2222828,226750  NULL",
495,Maulana Azad National Institute of Technology,,Bhopal NULL,Madhya Pradesh,Central,,0755-4051000  NULL,info@manit.ac.in
496,National Institute of Technology,,Warangal,Andhra Pradesh,South,http://www.nitw.ac.in,0870-2459366  NULL,webmaster@nitw.ac.in
497,Sardar Valabh Bhai National Institute  of Technology,,Surat NULL,Gujarat,West,http://www.svnit.ac.in,NULL  NULL,
498,National Institute of Technology,,Jamshedpur,Jharkhand,East,http://www.nitjsr.ac.in,NULL  NULL,
499,B.R.Ambedkar National Institute of Technology,,Pass Jalandhar,Punjab,North,http://www.nitj.ac.in,"0181-2690301,2690603,2690453  NULL",
500,National Institute of Technology,,Tiruchirapally,Tamil Nadu,South,http://www.nitt.edu,NULL  NULL,
501,National Institute of Technology,,Patna,Bihar,East,http://www.nitp.ac.in,NULL  NULL,
502,National Institute of Technology,,Srinagar Hazratbal,Jammu and Kashmir,North,http://www.nit.ac.in,0194-2422032  NULL,
503,National Institute of Technology,,Durgapur,West Bengal,East,http://www.nitdgp.ac.in,NULL  NULL,
504,Indian Institute of Technology,,Amingaon Guwahati,Assam,Northeast,http://www.iitg.ac.in,0361-2583000  NULL,admoff@iitg.ernet.in
505,All India Institute of Medical Sciences,,Nagar New,Delhi,North,http://www.aiims.edu,NULL  NULL,
506,Indian Institute of Technology,,Khas New,Delhi,North,http://www.iitd.ac.in,NULL  NULL,
507,Sree Chitra Tirunal Institute for Medical Sciences & Technology,,Thiruvananthapuram,Kerala,South,http://www.sctimst.ac.in,0471-2443152  2550728  0471-2550728,sct@sctimst.ac.in
508,Indian Institute of Technology,,Powai Mumbai,Maharashtra,West,http://www.iitb.ac.in,NULL  NULL,
509,Dakshina Bharat Hindi Prachar Sabha,,Nagar Chennai,Tamil Nadu,South,http://www.dbhps-chennai.com,044-24341824  044-24348420,info@dbhps-chennai.com
510,Indian Institute of Technology,,Madras Chennai,Tamil Nadu,South,http://www.iitm.ac.in,NULL  NULL,
511,Indian Institute of Technology,,Kanpur,Uttar Pradesh,North,http://www.iitk.ac.in,02597205/2597211  NULL,doiitk@iitk.ac.in
512,Indian Statistical Institute,,Rd Kolkatta,West Bengal,East,http://www.isical.ac.in,033-25777694  NULL,
513,Post-Graduate Institute of Medical Education & Research,,,Chandigarh,North,http://www.pgimer.nic.in,0172-2746018  0172-2744401,pgimer-chd@nic.in
514,National Institute of Pharmeutical Education & Research,,67 Mohali,Punjab,North,,0172-2292074  0172-2214682,Prakriti@niper.ac.in
515,Indian Institute of Technology Ropar,,Road Rupnagar,Punjab,North,http://www.iitrpr.ac.in,01881-227078  NULL,info@iitrpr.ac.in
516,Indian Institute of Technology,,Ahmedabad,Gujarat,West,,NULL  NULL,
517,Indian Institute of Technology,,Yeddumailaram Hyderabad,Andhra Pradesh,South,,  ,
518,National Institute of Technology,,,Manipur,Northeast,,NULL  NULL,
519,Indian Institute of Technology,,-751013,,,,NULL  NULL,
520,Indian Institute of Technology,,Colony Patna,Bihar,East,,NULL  NULL,
521,Alliance University,,Road Bangalore,Karnataka,South,http://www.alliance.edu.in,080 - 4619 9000/4619 9100/4129 9200  FAX-080 - 4619 9099,enquiry@alliance.edu.in
522,Apeejay Stya University,,Sohna Gurgaon,Haryana,North,http://university.apeejay.edu,0124-2013718/721  2013218    NULL,registrar@asu.apeejay.edu
523,Azim Premji University,,CITY BENGALURU,Karnataka,South,http://azimpremjifoundation.org/,  ,
524,Baddi University of Emerging Sciences & Technology,,Distt. Solan,Himachal Pradesh,North,http://baddiuniv.ac.in,01795-247353  247884  247882  247352  ,registrar@baddiuniv.ac.in
525,Centurion  University  of Technolgy and Management,,761 211,,,http//www.cutm.ac.in,06815- 223088  Mob: 09437493586  Fax: 06815- 222150,deansoet.pkd@cutm.ac.in
526,Chitkara  University,,,Chandigarh,North,http://www.chitkara.edu.in,01762-507084  01762-507925,info@chitkara.edu.in
527,CMJ University,,District Meghalay,Meghalaya,Northeast,http://www.cmjumeghalaya.edu.in/,"0361-2897101,2897416  mobile-863854226",info@registrar@cmjumeghalaya.edu.in
528,Dr K N Modi University,,Distt. Tonk,Rajasthan,North,http://www. dknmu.org,"08875010008,15  NULL",info@dknmu.org  deputyregistrar@dknmu.org
529,G L A University,,NH#2 Mathura-,Delhi,North,http://www.gla.ac.in,5662-250900  250908/909  8937099911  22  33  Fax - 05662-241687  ,glauniversity@gla.ac.in  admission@gla.ac.in  
530,IFTM University,,Lodhipur Rajput,Delhi,North,http://iftmuniversity.ac.in,0591-2360817  0591-2360818,info@iftmuniversity.ac.in
531,Invertis University,,U.P. NULL,Uttar Pradesh,North,http://www.invertis.org,0581-2460442  2460443  2460454  0581-2460454 ,contact@invertis.org
532,Maharishi Markandeshwar University,,Solan NULL,Himachal Pradesh,North,http://mmusolan.org,01792-268267  ,info@mmusolan.org
533,Navrachana University,,Road Vadodara,Gujarat,West,http://www.nuv.ac.in,0265-3020100  NULL,nuv@nuv.ac.in
534,Noida International University,,Budh Nagar,Uttar Pradesh,North,http://niu.edu.in/,01204862200  NULL,info@niu.edu.in 
535,Pacific Academy of Higher Education  & Research (PAHER),,Udaipur NULL,Rajasthan,North,,97724-22999  97725-22999  96729-78004  NULL,admission@pahersociety.org
536,dsdsds,,wqw wqq,Andhra Pradesh,South,ugc.ac.in,98999899  8998,rrrrf@gmcin.com
537,South Asian University,,JNU Campus,Delhi,North,www.southasianuniversit.org,  ,
538,University College of Medical Sciences,,Dilshad Garden,Delhi,North,www.ucms.ac.in,  ,
539,Damodaram Sanjivayya National Law University,,Pedawaltair Visakhapatnam,Andhra Pradesh,South,http://dsnlu.ac.in/,0891-2529952  ,dsnluvsp@gmail.com
540,Jawaharlal Nehru Architecture and Fine Arts University,,Tank Hyderabad,Telangana,South,http://jnafau.ac.in,040-64637122  23317006    040-23321226,registrar@jnafau.ac.in
541,Ayush and Health Sciences University of Chhattisgarh,,Road Raipur,Chhattisgarh,Central,http://www.cghealthuniv.com/,  ,
542,Gujarat Forensic Sciences University,,Bhavan Gandhinagar,Gujarat,West,,  ,
543,Lala Lajpat Rai University of Veterinary & Animal Sciences,,Hisar,Haryana,North,,  ,
544,YMCA University of Science & Technology,,Faridabad,Haryana,North,http://ymcaust.ac.in,0129-2310126  ,contact@ymcaust.ac.in
545,Himachal Pradesh Technical University,,Baru Hamirpur,Himachal Pradesh,North,,  ,
546,National University of Study & Research in Law,,Mesra Ranchi,Jharkhand,East,http://nusrlranchi.com,0651- 2275250/6570860    0651-2275028 ,info@nusrlranchi.com  nusrlranchi@gmail.com  
547,Rani Channamma University,,Highway Belagavi,Karnataka,South,www.rcub.ac.in,"0831-2565203,234  0831-2565234",rcuregistrar@gmail.com  registrar@rcub.ac.in
548,Vijayanagara Sri Krishnadevaraya University,,Bellary,Karnataka,South,http://www.vskub.ac.in,08392-242873  ,
549,Kerala University of Fisheries & Ocean Studies,,Ranangarh Kochi,Kerala,South,www.kufos.ac.in ,"0484-2700964  2700598  2700274  2700596  2703782,2701095,2701085    0484-2700337  270378  2701085   2701095  2  ",utypanangad@kufos.ac.in 
550,Kerala Veterinary & Animal Sciences University,,PO Wayanad,Kerala,South,,  ,
551,Kerala University of Health Sciences,,Trissur,Kerala,South,http://www.kuhs.ac.in,0487-2207664  2207612   0487-2207616,helpdesk@kuhas.ac.in   
552,Madhya Pradesh Pashu Chikitsa Vigyan Vishwavidyalaya,,Lines Jabalpur,Madhya Pradesh,Central,,  ,
553,Maharaja Ganga Singh University,,Road Bikaner,Rajasthan,North,,  ,
554,Mahamaya Technical University,,G.B. Nagar,Uttar Pradesh,North,,-2472735,Info@mtu.ac.in
555,Khwaja Moinuddin Chishti Urdu  Arabi-Farsi University,,I.I.M. Lucknow,Uttar Pradesh,North,,  ,
556,Presidency University,,Street Kolkata,West Bengal,East,http://www.presiuniv.ac.in,(033) 22412738  (033)2257-2444(Fax),registrar@presiuniv.ac.in
557,Sidho-Kanho-Birsha University,,Purulia,West Bengal,East,http://www.skbu.ac.in,03252-202 419  ,registrar@skbu.ac.in
558,Uttarakhand Open University,,Haldwani (Nainital),Uttarakhand,North,,+91 5946 261122  ,http://uou.ac.in
559,Maharishi Markandeshwar University,,Sadopur-Ambala,Haryana,North,http://www.mmambala.org,0171-3041550  ,info@mmambala.org
